location,iso_code,continent,date,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Hungary,HUN,Europe,11/30/2022,80,0,0,0,0,0,0,8.026,0,0,0,0
Iceland,ISL,Europe,11/30/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,11/30/2022,17,1,0,0,0,0,0,0.012,0,0,0.001,0
Indonesia,IDN,Asia,11/30/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,11/30/2022,220,0,0,0,0.43,0,0,43.798,0.086,0,0,0
Israel,ISR,Asia,11/30/2022,262,0,0,0,0,0,0,27.728,0,0,0,0
Italy,ITA,Europe,11/30/2022,920,0,0,0,0.43,0,0,15.583,0.007,0,0,0
Jamaica,JAM,North America,11/30/2022,18,0,0,0,0.29,0,0,6.366,0.103,0,0,0
Latvia,LVA,Europe,11/30/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Liberia,LBR,,11/30/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,11/30/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,11/30/2022,57,0,0,0,0,0,0,88.017,0,0,0,0
Malta,MLT,,11/30/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,11/30/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,11/30/2022,3361,4,69,0,30.86,0,0.541,26.36,0.242,0,0.031,0
Moldova,MDA,,11/30/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,11/30/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,11/30/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,11/30/2022,1,1,0,0,0,0,0,0.03,0,0,0.03,0
Netherlands,NLD,,11/30/2022,1251,0,0,0,0.43,0,0,71.225,0.024,0,0,0
New Zealand,NZL,,11/30/2022,36,0,0,0,0.14,0,0,6.943,0.027,0,0,0
Nigeria,NGA,,11/30/2022,624,7,0,0,0,0,0,2.855,0,0,0.032,0
Norway,NOR,,11/30/2022,93,0,0,0,0,0,0,17.113,0,0,0,0
Panama,PAN,,11/30/2022,48,0,0,0,1.14,0,0,10.888,0.259,0,0,0
Paraguay,PRY,,11/30/2022,24,0,0,0,1,0,0,3.539,0.147,0,0,0
Peru,PER,,11/30/2022,3466,0,0,0,3.14,0,0,101.793,0.092,0,0,0
Poland,POL,,11/30/2022,214,0,0,0,0.14,0,0,5.369,0.004,0,0,0
Portugal,PRT,,11/30/2022,948,0,0,0,0,0,0,92.3,0,0,0,0
Puerto Rico,PRI,,11/30/2022,205,0,0,0,0,0,0,63.03,0,0,0,0
Romania,ROU,,11/30/2022,45,0,0,0,0,0,0,2.289,0,0,0,0
Russia,RUS,,11/30/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,11/30/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,11/30/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,11/30/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,11/30/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,11/30/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,11/30/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
Spain,ESP,,11/30/2022,7408,3,0,0,0.43,0,0,155.766,0.009,0,0.063,0
Sri Lanka,LKA,,11/30/2022,2,0,0,0,0,0,0,0.092,0,0,0,0
Sweden,SWE,,11/30/2022,229,0,0,0,1.29,0,0,21.708,0.122,0,0,0
Switzerland,CHE,,11/30/2022,550,0,0,0,0.57,0,0,62.926,0.065,0,0,0
Thailand,THA,,11/30/2022,12,0,0,0,0,0,0,0.167,0,0,0,0
Turkey,TUR,,11/30/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,11/30/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,11/30/2022,3725,0,0,0,0.71,0,0,55.178,0.011,0,0,0
United States,USA,,11/30/2022,29127,15,77,1,18,0.14,0.228,86.101,0.053,0.003,0.044,0
Uruguay,URY,,11/30/2022,14,0,0,0,0,0,0,4.09,0,0,0,0
Venezuela,VEN,,11/30/2022,10,0,0,0,0,0,0,0.353,0,0,0,0
World,OWID_WRL,,11/30/2022,81609,59,257,1,107.14,0.57,0.032,10.233,0.013,0,0.007,0
Andorra,AND,Europe,11/29/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,11/29/2022,895,1,1,1,4.29,0.14,0.022,19.666,0.094,0.022,0.022,0.003
Aruba,ABW,North America,11/29/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Austria,AUT,Europe,11/29/2022,326,0,0,0,0,0,0,36.467,0,0,0,0
Bahamas,BHS,North America,11/29/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,11/29/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,11/29/2022,789,1,0,0,0,0,0,67.691,0,0,0.086,0
Benin,BEN,Africa,11/29/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,11/29/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,11/29/2022,253,0,1,0,0.29,0,0.082,20.697,0.024,0,0,0
Bosnia and Herzegovina,BIH,Europe,11/29/2022,9,0,0,0,0,0,0,2.783,0,0,0,0
Brazil,BRA,South America,11/29/2022,9998,13,63,0,22,0.14,0.293,46.435,0.102,0,0.06,0.001
Bulgaria,BGR,Europe,11/29/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,11/29/2022,16,2,0,0,0,0,0,0.573,0,0,0.072,0
Canada,CAN,North America,11/29/2022,1456,0,7,0,1,0,0.182,37.863,0.026,0,0,0
Central African Republic,CAF,Africa,11/29/2022,12,0,0,0,0,0,0,2.151,0,0,0,0
Chile,CHL,South America,11/29/2022,1311,2,33,1,7.43,0.14,1.683,66.875,0.379,0.051,0.102,0.007
Colombia,COL,South America,11/29/2022,3803,0,0,0,12,0,0,73.312,0.231,0,0,0
Congo,COG,Africa,11/29/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,11/29/2022,24,0,0,0,0.14,0,0,4.632,0.027,0,0,0
Croatia,HRV,Europe,11/29/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,11/29/2022,8,1,0,0,0,0,0,0.714,0,0,0.089,0
Curacao,CUW,North America,11/29/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,11/29/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,11/29/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,11/29/2022,206,0,0,0,0,0,0,2.081,0,0,0,0
Denmark,DNK,Europe,11/29/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Dominican Republic,DOM,North America,11/29/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,11/29/2022,346,2,0,0,0,0,0,19.221,0,0,0.111,0
El Salvador,SLV,North America,11/29/2022,21,0,0,0,0,0,0,3.314,0,0,0,0
Estonia,EST,Europe,11/29/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,11/29/2022,42,0,0,0,0,0,0,7.58,0,0,0,0
France,FRA,Europe,11/29/2022,4107,0,0,0,0.43,0,0,60.564,0.006,0,0,0
Georgia,GEO,Asia,11/29/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,11/29/2022,3671,0,0,0,0,0,0,44.033,0,0,0,0
Ghana,GHA,Africa,11/29/2022,107,4,0,0,0,0,0,3.196,0,0,0.119,0
Gibraltar,GIB,Europe,11/29/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,11/29/2022,85,0,0,0,0,0,0,8.185,0,0,0,0
Greenland,GRL,North America,11/29/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,11/29/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,11/29/2022,172,0,0,0,4.43,0,0,9.639,0.248,0,0,0
Guyana,GUY,South America,11/29/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,11/29/2022,11,0,0,0,0,0,0,1.054,0,0,0,0
Hungary,HUN,Europe,11/29/2022,80,0,0,0,0,0,0,8.026,0,0,0,0
Iceland,ISL,Europe,11/29/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,11/29/2022,17,1,0,0,0,0,0,0.012,0,0,0.001,0
Indonesia,IDN,Asia,11/29/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,11/29/2022,220,0,3,0,0.43,0,0.597,43.798,0.086,0,0,0
Israel,ISR,Asia,11/29/2022,262,0,0,0,0,0,0,27.728,0,0,0,0
Italy,ITA,Europe,11/29/2022,920,0,2,0,0.43,0,0.034,15.583,0.007,0,0,0
Jamaica,JAM,North America,11/29/2022,18,0,0,0,0.29,0,0,6.366,0.103,0,0,0
Latvia,LVA,Europe,11/29/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Liberia,LBR,,11/29/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,11/29/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,11/29/2022,57,0,0,0,0,0,0,88.017,0,0,0,0
Malta,MLT,,11/29/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,11/29/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,11/29/2022,3292,4,0,0,21,0,0,25.819,0.165,0,0.031,0
Moldova,MDA,,11/29/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,11/29/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,11/29/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,11/29/2022,1,1,0,0,0,0,0,0.03,0,0,0.03,0
Netherlands,NLD,,11/29/2022,1251,0,3,0,0.43,0,0.171,71.225,0.024,0,0,0
New Zealand,NZL,,11/29/2022,36,0,0,0,0.14,0,0,6.943,0.027,0,0,0
Nigeria,NGA,,11/29/2022,624,7,0,0,0,0,0,2.855,0,0,0.032,0
Norway,NOR,,11/29/2022,93,0,0,0,0,0,0,17.113,0,0,0,0
Panama,PAN,,11/29/2022,48,0,0,0,1.14,0,0,10.888,0.259,0,0,0
Paraguay,PRY,,11/29/2022,24,0,7,0,1,0,1.032,3.539,0.147,0,0,0
Peru,PER,,11/29/2022,3466,0,22,0,8.29,0,0.646,101.793,0.243,0,0,0
Poland,POL,,11/29/2022,214,0,1,0,0.14,0,0.025,5.369,0.004,0,0,0
Portugal,PRT,,11/29/2022,948,0,0,0,0,0,0,92.3,0,0,0,0
Puerto Rico,PRI,,11/29/2022,205,0,0,0,0,0,0,63.03,0,0,0,0
Romania,ROU,,11/29/2022,45,0,0,0,0,0,0,2.289,0,0,0,0
Russia,RUS,,11/29/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,11/29/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,11/29/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,11/29/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,11/29/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,11/29/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,11/29/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
Spain,ESP,,11/29/2022,7408,3,3,0,0.43,0,0.063,155.766,0.009,0,0.063,0
Sri Lanka,LKA,,11/29/2022,2,0,0,0,0,0,0,0.092,0,0,0,0
Sweden,SWE,,11/29/2022,229,0,9,0,1.29,0,0.853,21.708,0.122,0,0,0
Switzerland,CHE,,11/29/2022,550,0,4,0,0.57,0,0.458,62.926,0.065,0,0,0
Thailand,THA,,11/29/2022,12,0,0,0,0,0,0,0.167,0,0,0,0
Turkey,TUR,,11/29/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,11/29/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,11/29/2022,3725,0,5,0,0.71,0,0.074,55.178,0.011,0,0,0
United States,USA,,11/29/2022,29050,14,49,0,11.29,0.29,0.145,85.873,0.033,0,0.041,0.001
Uruguay,URY,,11/29/2022,14,0,0,0,0,0,0,4.09,0,0,0,0
Venezuela,VEN,,11/29/2022,10,0,0,0,0,0,0,0.353,0,0,0,0
World,OWID_WRL,,11/29/2022,81352,58,213,2,100.86,0.71,0.027,10.201,0.013,0,0.007,0
Andorra,AND,Europe,11/28/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,11/28/2022,894,0,0,0,4.14,0,0,19.644,0.091,0,0,0
Aruba,ABW,North America,11/28/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Austria,AUT,Europe,11/28/2022,326,0,0,0,0,0,0,36.467,0,0,0,0
Bahamas,BHS,North America,11/28/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,11/28/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,11/28/2022,789,1,0,0,0.43,0,0,67.691,0.037,0,0.086,0
Benin,BEN,Africa,11/28/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,11/28/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,11/28/2022,252,0,0,0,0.14,0,0,20.615,0.011,0,0,0
Bosnia and Herzegovina,BIH,Europe,11/28/2022,9,0,0,0,0,0,0,2.783,0,0,0,0
Brazil,BRA,South America,11/28/2022,9935,13,0,0,13,0.14,0,46.142,0.06,0,0.06,0.001
Bulgaria,BGR,Europe,11/28/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,11/28/2022,16,2,0,0,0,0,0,0.573,0,0,0.072,0
Canada,CAN,North America,11/28/2022,1449,0,0,0,0,0,0,37.681,0,0,0,0
Central African Republic,CAF,Africa,11/28/2022,12,0,0,0,0,0,0,2.151,0,0,0,0
Chile,CHL,South America,11/28/2022,1278,1,0,0,2.71,0,0,65.192,0.138,0,0.051,0
Colombia,COL,South America,11/28/2022,3803,0,0,0,12,0,0,73.312,0.231,0,0,0
Congo,COG,Africa,11/28/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,11/28/2022,24,0,0,0,0.14,0,0,4.632,0.027,0,0,0
Croatia,HRV,Europe,11/28/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,11/28/2022,8,1,0,0,0,0,0,0.714,0,0,0.089,0
Curacao,CUW,North America,11/28/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,11/28/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,11/28/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,11/28/2022,206,0,0,0,0,0,0,2.081,0,0,0,0
Denmark,DNK,Europe,11/28/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Dominican Republic,DOM,North America,11/28/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,11/28/2022,346,2,0,0,0,0,0,19.221,0,0,0.111,0
El Salvador,SLV,North America,11/28/2022,21,0,0,0,0,0,0,3.314,0,0,0,0
Estonia,EST,Europe,11/28/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,11/28/2022,42,0,0,0,0,0,0,7.58,0,0,0,0
France,FRA,Europe,11/28/2022,4107,0,0,0,0.43,0,0,60.564,0.006,0,0,0
Georgia,GEO,Asia,11/28/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,11/28/2022,3671,0,0,0,0,0,0,44.033,0,0,0,0
Ghana,GHA,Africa,11/28/2022,107,4,0,0,0,0,0,3.196,0,0,0.119,0
Gibraltar,GIB,Europe,11/28/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,11/28/2022,85,0,0,0,0,0,0,8.185,0,0,0,0
Greenland,GRL,North America,11/28/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,11/28/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,11/28/2022,172,0,0,0,4.43,0,0,9.639,0.248,0,0,0
Guyana,GUY,South America,11/28/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,11/28/2022,11,0,0,0,0,0,0,1.054,0,0,0,0
Hungary,HUN,Europe,11/28/2022,80,0,0,0,0,0,0,8.026,0,0,0,0
Iceland,ISL,Europe,11/28/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,11/28/2022,17,1,0,0,0,0,0,0.012,0,0,0.001,0
Indonesia,IDN,Asia,11/28/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,11/28/2022,217,0,0,0,0.29,0,0,43.2,0.058,0,0,0
Israel,ISR,Asia,11/28/2022,262,0,0,0,0,0,0,27.728,0,0,0,0
Italy,ITA,Europe,11/28/2022,918,0,0,0,0.14,0,0,15.549,0.002,0,0,0
Jamaica,JAM,North America,11/28/2022,18,0,0,0,0.29,0,0,6.366,0.103,0,0,0
Latvia,LVA,Europe,11/28/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Liberia,LBR,,11/28/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,11/28/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,11/28/2022,57,0,0,0,0,0,0,88.017,0,0,0,0
Malta,MLT,,11/28/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,11/28/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,11/28/2022,3292,4,0,0,21,0,0,25.819,0.165,0,0.031,0
Moldova,MDA,,11/28/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,11/28/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,11/28/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,11/28/2022,1,1,0,0,0,0,0,0.03,0,0,0.03,0
Netherlands,NLD,,11/28/2022,1248,0,0,0,0.14,0,0,71.054,0.008,0,0,0
New Zealand,NZL,,11/28/2022,36,0,0,0,0.14,0,0,6.943,0.027,0,0,0
Nigeria,NGA,,11/28/2022,624,7,0,0,0,0,0,2.855,0,0,0.032,0
Norway,NOR,,11/28/2022,93,0,0,0,0,0,0,17.113,0,0,0,0
Panama,PAN,,11/28/2022,48,0,0,0,2,0,0,10.888,0.454,0,0,0
Paraguay,PRY,,11/28/2022,17,0,0,0,0.14,0,0,2.507,0.021,0,0,0
Peru,PER,,11/28/2022,3444,0,0,0,12.14,0,0,101.147,0.357,0,0,0
Poland,POL,,11/28/2022,213,0,0,0,0.14,0,0,5.344,0.004,0,0,0
Portugal,PRT,,11/28/2022,948,0,0,0,0,0,0,92.3,0,0,0,0
Puerto Rico,PRI,,11/28/2022,205,0,0,0,0,0,0,63.03,0,0,0,0
Romania,ROU,,11/28/2022,45,0,0,0,0,0,0,2.289,0,0,0,0
Russia,RUS,,11/28/2022,2,0,0,0,0,0,0,0.014,0,0,0,0
Saint Martin (French part),MAF,,11/28/2022,1,0,0,0,0,0,0,31.431,0,0,0,0
San Marino,SMR,,11/28/2022,1,0,0,0,0,0,0,29.682,0,0,0,0
Serbia,SRB,,11/28/2022,40,0,0,0,0,0,0,5.821,0,0,0,0
Slovakia,SVK,,11/28/2022,14,0,0,0,0,0,0,2.481,0,0,0,0
Slovenia,SVN,,11/28/2022,47,0,0,0,0,0,0,22.171,0,0,0,0
South Africa,ZAF,,11/28/2022,5,0,0,0,0,0,0,0.083,0,0,0,0
Spain,ESP,,11/28/2022,7405,3,0,0,1.86,0,0,155.703,0.039,0,0.063,0
Sri Lanka,LKA,,11/28/2022,2,0,0,0,0,0,0,0.092,0,0,0,0
Sweden,SWE,,11/28/2022,220,0,0,0,0.57,0,0,20.854,0.054,0,0,0
Switzerland,CHE,,11/28/2022,546,0,0,0,0,0,0,62.468,0,0,0,0
Thailand,THA,,11/28/2022,12,0,0,0,0,0,0,0.167,0,0,0,0
Turkey,TUR,,11/28/2022,12,0,0,0,0,0,0,0.141,0,0,0,0
Ukraine,UKR,,11/28/2022,5,0,0,0,0,0,0,0.126,0,0,0,0
United Kingdom,GBR,,11/28/2022,3720,0,0,0,1.43,0,0,55.104,0.021,0,0,0
United States,USA,,11/28/2022,29001,14,0,0,9.43,0.29,0,85.728,0.028,0,0.041,0.001
Uruguay,URY,,11/28/2022,14,0,0,0,0,0,0,4.09,0,0,0,0
Venezuela,VEN,,11/28/2022,10,0,0,0,0,0,0,0.353,0,0,0,0
World,OWID_WRL,,11/28/2022,81139,56,0,0,88.43,0.43,0,10.174,0.011,0,0.007,0
Andorra,AND,Europe,11/27/2022,4,0,0,0,0,0,0,50.098,0,0,0,0
Argentina,ARG,South America,11/27/2022,894,0,0,0,4.14,0,0,19.644,0.091,0,0,0
Aruba,ABW,North America,11/27/2022,3,0,0,0,0,0,0,28.18,0,0,0,0
Austria,AUT,Europe,11/27/2022,326,0,0,0,0,0,0,36.467,0,0,0,0
Bahamas,BHS,North America,11/27/2022,2,0,0,0,0,0,0,4.878,0,0,0,0
Barbados,BRB,North America,11/27/2022,1,0,0,0,0,0,0,3.551,0,0,0,0
Belgium,BEL,Europe,11/27/2022,789,1,0,0,0.43,0,0,67.691,0.037,0,0.086,0
Benin,BEN,Africa,11/27/2022,3,0,0,0,0,0,0,0.225,0,0,0,0
Bermuda,BMU,North America,11/27/2022,1,0,0,0,0,0,0,15.575,0,0,0,0
Bolivia,BOL,South America,11/27/2022,252,0,0,0,0.14,0,0,20.615,0.011,0,0,0
Bosnia and Herzegovina,BIH,Europe,11/27/2022,9,0,0,0,0,0,0,2.783,0,0,0,0
Brazil,BRA,South America,11/27/2022,9935,13,0,0,13,0.14,0,46.142,0.06,0,0.06,0.001
Bulgaria,BGR,Europe,11/27/2022,6,0,0,0,0,0,0,0.885,0,0,0,0
Cameroon,CMR,Africa,11/27/2022,16,2,0,0,0,0,0,0.573,0,0,0.072,0
Canada,CAN,North America,11/27/2022,1449,0,0,0,0,0,0,37.681,0,0,0,0
Central African Republic,CAF,Africa,11/27/2022,12,0,0,0,0,0,0,2.151,0,0,0,0
Chile,CHL,South America,11/27/2022,1278,1,0,0,2.71,0,0,65.192,0.138,0,0.051,0
Colombia,COL,South America,11/27/2022,3803,0,0,0,12,0,0,73.312,0.231,0,0,0
Congo,COG,Africa,11/27/2022,5,0,0,0,0,0,0,0.837,0,0,0,0
Costa Rica,CRI,North America,11/27/2022,24,0,0,0,0.14,0,0,4.632,0.027,0,0,0
Croatia,HRV,Europe,11/27/2022,29,0,0,0,0,0,0,7.195,0,0,0,0
Cuba,CUB,North America,11/27/2022,8,1,0,0,0,0,0,0.714,0,0,0.089,0
Curacao,CUW,North America,11/27/2022,3,0,0,0,0,0,0,15.693,0,0,0,0
Cyprus,CYP,Europe,11/27/2022,5,0,0,0,0,0,0,5.58,0,0,0,0
Czechia,CZE,Europe,11/27/2022,70,1,0,0,0,0,0,6.67,0,0,0.095,0
Democratic Republic of Congo,COD,Africa,11/27/2022,206,0,0,0,0,0,0,2.081,0,0,0,0
Denmark,DNK,Europe,11/27/2022,191,0,0,0,0,0,0,32.471,0,0,0,0
Dominican Republic,DOM,North America,11/27/2022,52,0,0,0,0,0,0,4.631,0,0,0,0
Ecuador,ECU,South America,11/27/2022,346,2,0,0,0,0,0,19.221,0,0,0.111,0
El Salvador,SLV,North America,11/27/2022,21,0,0,0,0,0,0,3.314,0,0,0,0
Estonia,EST,Europe,11/27/2022,11,0,0,0,0,0,0,8.295,0,0,0,0
Finland,FIN,Europe,11/27/2022,42,0,0,0,0,0,0,7.58,0,0,0,0
France,FRA,Europe,11/27/2022,4107,0,0,0,0.43,0,0,60.564,0.006,0,0,0
Georgia,GEO,Asia,11/27/2022,2,0,0,0,0,0,0,0.534,0,0,0,0
Germany,DEU,Europe,11/27/2022,3671,0,0,0,0,0,0,44.033,0,0,0,0
Ghana,GHA,Africa,11/27/2022,107,4,0,0,0,0,0,3.196,0,0,0.119,0
Gibraltar,GIB,Europe,11/27/2022,6,0,0,0,0,0,0,183.615,0,0,0,0
Greece,GRC,Europe,11/27/2022,85,0,0,0,0,0,0,8.185,0,0,0,0
Greenland,GRL,North America,11/27/2022,2,0,0,0,0,0,0,35.402,0,0,0,0
Guadeloupe,GLP,Europe,11/27/2022,1,0,0,0,0,0,0,2.527,0,0,0,0
Guatemala,GTM,North America,11/27/2022,172,0,0,0,4.43,0,0,9.639,0.248,0,0,0
Guyana,GUY,South America,11/27/2022,2,0,0,0,0,0,0,2.473,0,0,0,0
Honduras,HND,North America,11/27/2022,11,0,0,0,0,0,0,1.054,0,0,0,0
Hungary,HUN,Europe,11/27/2022,80,0,0,0,0,0,0,8.026,0,0,0,0
Iceland,ISL,Europe,11/27/2022,16,0,0,0,0,0,0,42.907,0,0,0,0
India,IND,Asia,11/27/2022,17,1,0,0,0,0,0,0.012,0,0,0.001,0
Indonesia,IDN,Asia,11/27/2022,1,0,0,0,0,0,0,0.004,0,0,0,0
Ireland,IRL,Europe,11/27/2022,217,0,0,0,0.29,0,0,43.2,0.058,0,0,0
Israel,ISR,Asia,11/27/2022,262,0,0,0,0,0,0,27.728,0,0,0,0
Italy,ITA,Europe,11/27/2022,918,0,0,0,0.14,0,0,15.549,0.002,0,0,0
Jamaica,JAM,North America,11/27/2022,18,0,0,0,0.29,0,0,6.366,0.103,0,0,0
Latvia,LVA,Europe,11/27/2022,6,0,0,0,0,0,0,3.242,0,0,0,0
Liberia,LBR,,11/27/2022,3,0,0,0,0,0,0,0.566,0,0,0,0
Lithuania,LTU,,11/27/2022,5,0,0,0,0,0,0,1.818,0,0,0,0
Luxembourg,LUX,,11/27/2022,57,0,0,0,0,0,0,88.017,0,0,0,0
Malta,MLT,,11/27/2022,33,0,0,0,0,0,0,61.88,0,0,0,0
Martinique,MTQ,,11/27/2022,1,0,0,0,0,0,0,2.721,0,0,0,0
Mexico,MEX,,11/27/2022,3292,4,0,0,21,0,0,25.819,0.165,0,0.031,0
Moldova,MDA,,11/27/2022,2,0,0,0,0,0,0,0.611,0,0,0,0
Monaco,MCO,,11/27/2022,3,0,0,0,0,0,0,82.212,0,0,0,0
Montenegro,MNE,,11/27/2022,2,0,0,0,0,0,0,3.189,0,0,0,0
Mozambique,MOZ,,11/27/2022,1,1,0,0,0,0,0,0.03,0,0,0.03,0
Netherlands,NLD,,11/27/2022,1248,0,0,0,0.14,0,0,71.054,0.008,0,0,0
New Zealand,NZL,,11/27/2022,36,0,0,0,0.14,0,0,6.943,0.027,0,0,0
Nigeria,NGA,,11/27/2022,624,7,0,0,0,0,0,2.855,0,0,0.032,0
